pmid	title	year	journal	publication_type	authors	doi	pmcid	url	abstract	fetched_at
37206055	SlWRKY30 and SlWRKY81 synergistically modulate tomato immunity to Ralstonia solanacearum by directly regulating SlPR-STH2.	2023	Horticulture research	Journal Article	Dang F; Lin J; Li Y	10.1093/hr/uhad050	PMC10189802	https://www.ncbi.nlm.nih.gov/pubmed/37206055	Bacterial wilt is a devastating disease of tomato (Solanum lycopersicum) caused by Ralstonia solanacearum that severely threatens tomato production. Group III WRKY transcription factors (TFs) are implicated in the plant response to pathogen infection; however, their roles in the response of tomato to R. solanacearum infection (RSI) remain largely unexplored. Here, we report the crucial role of SlWRKY30, a group III SlWRKY TF, in the regulation of tomato response to RSI. SlWRKY30 was strongly induced by RSI. SlWRKY30 overexpression reduced tomato susceptibility to RSI, and also increased H2O2 accumulation and cell necrosis, suggesting that SlWRKY30 positively regulates tomato resistance to RSI. RNA sequencing and reverse transcription-quantitative PCR revealed that SlWRKY30 overexpression significantly upregulated pathogenesis-related protein (SlPR-STH2) genes SlPR-STH2a, SlPR-STH2b, SlPR-STH2c, and SlPR-STH2d (hereafter SlPR-STH2a/b/c/d) in tomato, and these SlPR-STH2 genes were directly targeted by SlWRKY30. Moreover, four group III WRKY proteins (SlWRKY52, SlWRKY59, SlWRKY80, and SlWRKY81) interacted with SlWRKY30, and SlWRKY81 silencing increased tomato susceptibility to RSI. Both SlWRKY30 and SlWRKY81 activated SlPR-STH2a/b/c/d expression by directly binding to their promoters. Taking these results together, SlWRKY30 and SlWRKY81 synergistically regulate resistance to RSI by activating SlPR-STH2a/b/c/d expression in tomato. Our results also highlight the potential of SlWRKY30 to improve tomato resistance to RSI via genetic manipulations.	2026-03-03T14:51:09.814478
39578554	Integrating gene expression analysis and ecophysiological responses to water deficit in leaves of tomato plants.	2024	Scientific reports	Journal Article	Bortolami G; de Werk TA; Larter M	10.1038/s41598-024-80261-0	PMC11584733	https://www.ncbi.nlm.nih.gov/pubmed/39578554	Soil water deficit (WD) significantly impacts plant survival and crop yields. Many gaps remain in our understanding of the synergistic coordination between molecular and ecophysiological responses delaying substantial drought-induced effects on plant growth. To investigate this synergism in tomato leaves, we combined molecular, ecophysiological, and anatomical methods to examine gene expression patterns and physio-anatomical characteristics during a progressing WD experiment. Four sampling points were selected for transcriptomic analysis based on the key ecophysiological responses of the tomato leaves: 4 and 5 days after WD (d-WD), corresponding to 10% and 90% decrease in leaf stomatal conductance; 8 d-WD, the leaf wilting point; and 10 d-WD, when air embolism blocks 12% of the leaf xylem water transport. At 4 d-WD, upregulated genes were mostly linked to ABA-independent responses, with larger-scale ABA-dependent responses occurring at 5 d-WD. At 8 d-WD, we observed an upregulation of heat shock transcription factors, and two days later (10 d-WD), we found a strong upregulation of oxidative stress transcription factors. Finally, we found that young leaves present a stronger dehydration tolerance than mature leaves at the same drought intensity level, presumably because young leaves upregulate genes related to increased callose deposition resulting in limiting water loss to the phloem, and related to increased cell rigidity by modifying cell wall structures. This combined dataset will serve as a framework for future studies that aim to obtain a more holistic WD plant response at the molecular, ecophysiological and anatomical level.	2026-03-03T14:51:10.610804
37047467	Transcriptome Dynamics Underlying Planticine®-Induced Defense Responses of Tomato (Solanum lycopersicum L.) to Biotic Stresses.	2023	International journal of molecular sciences	Journal Article	Rakoczy-Lelek R; Czernicka M; Ptaszek M	10.3390/ijms24076494	PMC10095179	https://www.ncbi.nlm.nih.gov/pubmed/37047467	The induction of natural defense mechanisms in plants is considered to be one of the most important strategies used in integrated pest management (IPM). Plant immune inducers could reduce the use of chemicals for plant protection and their harmful impacts on the environment. Planticine® is a natural plant defense biostimulant based on oligomers of α(1→4)-linked D-galacturonic acids, which are biodegradable and nontoxic. The aim of this study was to define the molecular basis of Planticine's biological activity and the efficacy of its use as a natural plant resistance inducer in greenhouse conditions. Three independent experiments with foliar application of Planticine® were carried out. The first experiment in a climatic chamber (control environment, no pest pressure) subjected the leaves to RNA-seq analysis, and the second and third experiments in greenhouse conditions focused on efficacy after a pest infestation. The result was the RNA sequencing of six transcriptome libraries of tomatoes treated with Planticine® and untreated plants; a total of 3089 genes were found to be differentially expressed genes (DEGs); among them, 1760 and 1329 were up-regulated and down-regulated, respectively. DEG analysis indicated its involvement in such metabolic pathways and processes as plant-pathogen interaction, plant hormone signal transduction, MAPK signaling pathway, photosynthesis, and regulation of transcription. We detected up-regulated gene-encoded elicitor and effector recognition receptors (ELRR and ERR), mitogen-activated protein kinase (MAPKs) genes, and transcription factors (TFs), i.e., WRKY, ERF, MYB, NAC, bZIP, pathogenesis-related proteins (PRPs), and resistance-related metabolite (RRMs) genes. In the greenhouse trials, foliar application of Planticine® proved to be effective in reducing the infestation of tomato leaves by the biotrophic pathogen powdery mildew and in reducing feeding by thrips, which are insect herbivores. Prophylactic and intervention use of Planticine® at low infestation levels allows the activation of plant defense mechanisms.	2026-03-03T14:51:11.335329
31293434	Transcriptome and Metabolome Reprogramming in Tomato Plants by Trichoderma harzianum strain T22 Primes and Enhances Defense Responses Against Aphids.	2019	Frontiers in physiology	Journal Article	Coppola M; Diretto G; Digilio MC	10.3389/fphys.2019.00745	PMC6599157	https://www.ncbi.nlm.nih.gov/pubmed/31293434	"Beneficial fungi in the genus Trichoderma are among the most widespread biocontrol agents of plant pathogens. Their role in triggering plant defenses against pathogens has been intensely investigated, while, in contrast, very limited information is available on induced barriers active against insects. The growing experimental evidence on this latter topic looks promising, and paves the way toward the development of Trichoderma strains and/or consortia active against multiple targets. However, the predictability and reproducibility of the effects that these beneficial fungi is still somewhat limited by the lack of an in-depth understanding of the molecular mechanisms underlying the specificity of their interaction with different crop varieties, and on how the environmental factors modulate this interaction. To fill this research gap, here we studied the transcriptome changes in tomato plants (cultivar ""Dwarf San Marzano"") induced by Trichoderma harzianum (strain T22) colonization and subsequent infestation by the aphid Macrosiphum euphorbiae. A wide transcriptome reprogramming, related to metabolic processes, regulation of gene expression and defense responses, was induced both by separate experimental treatments, which showed a synergistic interaction when concurrently applied. The most evident expression changes of defense genes were associated with the multitrophic interaction Trichoderma-tomato-aphid. Early and late genes involved in direct defense against insects were induced (i.e., peroxidase, GST, kinases and polyphenol oxidase, miraculin, chitinase), along with indirect defense genes, such as sesquiterpene synthase and geranylgeranyl phosphate synthase. Targeted and untargeted semi-polar metabolome analysis revealed a wide metabolome alteration showing an increased accumulation of isoprenoids in Trichoderma treated plants. The wide array of transcriptomic and metabolomics changes nicely fit with the higher mortality of aphids when feeding on Trichoderma treated plants, herein reported, and with the previously observed attractiveness of these latter toward the aphid parasitoid Aphidius ervi. Moreover, Trichoderma treated plants showed the over-expression of transcripts coding for several families of defense-related transcription factors (bZIP, MYB, NAC, AP2-ERF, WRKY), suggesting that the fungus contributes to the priming of plant responses against pest insects. Collectively, our data indicate that Trichoderma treatment of tomato plants induces transcriptomic and metabolomic changes, which underpin both direct and indirect defense responses."	2026-03-03T14:51:12.133516
38559468	SlWRKY80-mediated jasmonic acid pathway positively regulates tomato resistance to saline-alkali stress by enhancing spermidine content and stabilizing Na+/K+ homeostasis.	2024	Horticulture research	Journal Article	Shang C; Liu X; Chen G	10.1093/hr/uhae028	PMC10980716	https://www.ncbi.nlm.nih.gov/pubmed/38559468	Saline-alkali is an important abiotic stressor influencing tomato production. Exogenous methyl jasmonate (MeJA) is well known to increase tomato resistance to a variety of stresses, although its exact mechanism is yet unknown. In this study we confirmed that 22.5 μmol/l MeJA could significantly improve the saline-alkali stress resistance of tomato. Saline-alkali (300 mM) stress increased the endogenous MeJA and jasmonic acid (JA) contents of tomato by 18.8 and 13.4%, respectively. Exogenous application of 22.5 μmol/l MeJA increased the endogenous MeJA and JA contents in tomato by 15.2 and 15.9%, respectively. Furthermore, we found an important transcription factor, SlWRKY80, which responded to MeJA, and constructed its overexpressing and knockout lines through genetic transformation. It was found that SlWRKY80 actively regulated tomato resistance to saline-alkali stress, and the spraying of exogenous MeJA (22.5 μmol/l) reduced the sensitivity of SlWRKY80 knockout lines to saline-alkali stress. The SlWRKY80 protein directly combines with the promoter of SlSPDS2 and SlNHX4 to positively regulate the transcription of SlSPDS2 and SlNHX4, thereby promoting the synthesis of spermidine and Na+/K+ homeostasis, actively regulating saline-alkali stress. The augmentation of JA content led to a notable reduction of 70.6% in the expression of SlJAZ1, and the release of the SlWRKY80 protein interacting with SlJAZ1. In conclusion, we revealed the mechanism of exogenous MeJA in tomato stress resistance through multiple metabolic pathways, elucidated that exogenous MeJA further promotes spermidine synthesis and Na+/K+ homeostasis by activating the expression of SlWRKY80, which provides a new theoretical basis for the study of the JA stress resistance mechanism and the production of tomato.	2026-03-03T14:51:12.811876
39779650	CRISPR-mediated mutation of cytokinin signaling genes (SlHP2 and SlHP3) in tomato: Morphological, physiological, and molecular characterization.	2025	The plant genome	Journal Article	Aydin A; Yerlikaya BA; Yerlikaya S	10.1002/tpg2.20542	PMC11711121	https://www.ncbi.nlm.nih.gov/pubmed/39779650	Synergistic and antagonistic relationships between cytokinins and other plant growth regulators are important in response to changing environmental conditions. Our study aimed to determine the functions of SlHP2 and SlHP3, two members of cytokinin signaling in tomato, in drought stress response using CRISPR/Cas9-mediated mutagenesis. Ten distinct genome-edited lines were generated via Agrobacterium tumefaciens-mediated gene transfer and confirmed through Sanger sequencing. Stress experiments were conducted with two of these lines (slhp2,3-10 and slhp2,3-11), which harbored homozygous mutations in both genes. The responses of two lines carrying homozygous mutations in both genes under polyethylene glycol (PEG)-induced stress were examined using morphological, physiological, biochemical, and molecular methods. The genome-edited lines demonstrated enhanced water retention, reduced stomatal density, and less oxidative damage compared to the wild-type plants under PEG-induced stress. Moreover, the slhp2,3 double mutant plants exhibited improved root growth, showcasing their superior drought tolerance over wild-type plants by accessing deeper water sources and maintaining hydration in water-limited environments. To investigate the involvement of cytokinin signaling regulators and genes associated with stomatal formation and differentiation, the expression of genes (Speechless [SPCH], FAMA, MUTE, TMM, HB25, HB31, RR6, RR7, and Solyc02g080860) was assessed. The results revealed that all regulators were downregulated, with SPCH, TMM, RR7, and RR6 showing significant reductions under PEG-induced stress. These results emphasize the promise of utilizing CRISPR/Cas9 to target cytokinin signaling pathways, enhancing drought tolerance in tomatoes through improvements in water retention and root growth, along with a reduction in stomatal density and malondialdehyde content.	2026-03-03T14:51:13.626911
31191610	Comparative Genomic Analysis Reveals Extensive Genetic Variations of WRKYs in Solanaceae and Functional Variations of CaWRKYs in Pepper.	2019	Frontiers in genetics	Journal Article	Cheng Y; Ahammed GJ; Yao Z	10.3389/fgene.2019.00492	PMC6546733	https://www.ncbi.nlm.nih.gov/pubmed/31191610	As a conserved protein family, WRKY has been shown to be involved in multiple biological processes in plants. However, the mechanism of functional diversity for WRKYs in pepper has not been well elucidated. Here, a total of 223 WRKY members from solanaceae crops including pepper, tomato and potato, were analyzed using comparative genomics. A tremendous genetic variation among WRKY members of different solanaceous plants or groups was demonstrated by the comparison of some WRKY features, including number/size, group constitution, gene structure, and domain composition. The phylogenetic analysis showed that except for the known WRKY groups (I, IIa/b/c/d/e and III), two extra WRKY subgroups specifically existed in solanaceous plants, which were named group IIf and group IIg in this study, and their genetic variations were also revealed by the characteristics of some group IIf and IIg WRKYs. Except for the extensive genetic variations, certain degrees of conservatism for solanaceae WRKYs were also revealed. Moreover, the variant zinc-finger structure (CX4,7CX22-24HXC) in group III of solanaceae WRKYs was identified. Expression profiles of CaWRKY genes suggested their potential roles in pepper development and stress responses, and demonstrated a functional division pattern for pepper CaWRKYs. Furthermore, functional analysis using virus induced gene silencing (VIGS) revealed critical roles of two CaWRKYs (CaWRKY45 and CaWRKY58) in plant responses to disease and drought, respectively. This study provides a solid foundation for further dissection of the evolutionary and functional diversity of solanaceae WRKYs in crop plants.	2026-03-03T14:51:14.303449
31240102	CRISPR technology is revolutionizing the improvement of tomato and other fruit crops.	2019	Horticulture research	Journal Article; Review	Wang T; Zhang H; Zhu H	10.1038/s41438-019-0159-x	PMC6570646	https://www.ncbi.nlm.nih.gov/pubmed/31240102	Fruits are major sources of essential nutrients and serve as staple foods in some areas of the world. The increasing human population and changes in climate experienced worldwide make it urgent to the production of fruit crops with high yield and enhanced adaptation to the environment, for which conventional breeding is unlikely to meet the demand. Fortunately, clustered regularly interspaced short palindromic repeat (CRISPR) technology paves the way toward a new horizon for fruit crop improvement and consequently revolutionizes plant breeding. In this review, the mechanism and optimization of the CRISPR system and its application to fruit crops, including resistance to biotic and abiotic stresses, fruit quality improvement, and domestication are highlighted. Controversies and future perspectives are discussed as well.	2026-03-03T14:51:15.107754
31430902	Modern Trends in Plant Genome Editing: An Inclusive Review of the CRISPR/Cas9 Toolbox.	2019	International journal of molecular sciences	Journal Article; Review	Razzaq A; Saleem F; Kanwal M	10.3390/ijms20164045	PMC6720679	https://www.ncbi.nlm.nih.gov/pubmed/31430902	Increasing agricultural productivity via modern breeding strategies is of prime interest to attain global food security. An array of biotic and abiotic stressors affect productivity as well as the quality of crop plants, and it is a primary need to develop crops with improved adaptability, high productivity, and resilience against these biotic/abiotic stressors. Conventional approaches to genetic engineering involve tedious procedures. State-of-the-art OMICS approaches reinforced with next-generation sequencing and the latest developments in genome editing tools have paved the way for targeted mutagenesis, opening new horizons for precise genome engineering. Various genome editing tools such as transcription activator-like effector nucleases (TALENs), zinc-finger nucleases (ZFNs), and meganucleases (MNs) have enabled plant scientists to manipulate desired genes in crop plants. However, these approaches are expensive and laborious involving complex procedures for successful editing. Conversely, CRISPR/Cas9 is an entrancing, easy-to-design, cost-effective, and versatile tool for precise and efficient plant genome editing. In recent years, the CRISPR/Cas9 system has emerged as a powerful tool for targeted mutagenesis, including single base substitution, multiplex gene editing, gene knockouts, and regulation of gene transcription in plants. Thus, CRISPR/Cas9-based genome editing has demonstrated great potential for crop improvement but regulation of genome-edited crops is still in its infancy. Here, we extensively reviewed the availability of CRISPR/Cas9 genome editing tools for plant biotechnologists to target desired genes and its vast applications in crop breeding research.	2026-03-03T14:51:16.018228
35157163	Identification and characterization of genome-wide resistance gene analogs (RGAs) of durian (Durio zibethinus L.).	2022	Journal, genetic engineering & biotechnology	Journal Article	Cortaga CQ; Latina RA; Habunal RR	10.1186/s43141-022-00313-8	PMC8844316	https://www.ncbi.nlm.nih.gov/pubmed/35157163	Durian (Durio zibethinus L.) is a tropical fruit crop which is popular in Southeast Asia but recently gaining popularity in other parts of the world. In this study, we analyzed the resistance gene analogs (RGAs) of durian through mining of the currently available reference genome of its 'Musang King' cultivar (PRJNA400310).	2026-03-03T14:51:16.703709
