pmid	title	year	journal	publication_type	authors	doi	pmcid	url	abstract	fetched_at
38337989	Genome-Wide Association Study (GWAS) for Identifying SNPs and Genes Related to Phosphate-Induced Phenotypic Traits in Tomato (Solanum lycopersicum L.).	2024	Plants (Basel, Switzerland)	Journal Article	Hakla HR; Sharma S; Urfan M	10.3390/plants13030457	PMC10857258	https://www.ncbi.nlm.nih.gov/pubmed/38337989	Phosphate (P) is a crucial macronutrient for normal plant growth and development. The P availability in soils is a limitation factor, and understanding genetic factors playing roles in plant adaptation for improving P uptake is of great biological importance. Genome-wide association studies (GWAS) have become indispensable tools in unraveling the genetic basis of complex traits in various plant species. In this study, a comprehensive GWAS was conducted on diverse tomato (Solanum lycopersicum L.) accessions grown under normal and low P conditions for two weeks. Plant traits such as shoot height, primary root length, plant biomass, shoot inorganic content (SiP), and root inorganic content (RiP) were measured. Among several models of GWAS tested, the Bayesian-information and linkage disequilibrium iteratively nested keyway (BLINK) models were used for the identification of single nucleotide polymorphisms (SNPs). Among all the traits analyzed, significantly associated SNPs were recorded for PB, i.e., 1 SNP (SSL4.0CH10_49261145) under control P, SiP, i.e., 1 SNP (SSL4.0CH08_58433186) under control P and 1 SNP (SSL4.0CH08_51271168) under low P and RiP i.e., 2 SNPs (SSL4.0CH04_37267952 and SSL4.0CH09_4609062) under control P and 1 SNP (SSL4.0CH09_3930922) under low P condition. The identified SNPs served as genetic markers pinpointing regions of the tomato genome linked to P-responsive traits. The novel candidate genes associated with the identified SNPs were further analyzed for their protein-protein interactions using STRING. The study provided novel candidate genes, viz. Solyc10g050370 for PB under control, Solyc08g062490, and Solyc08g062500 for SiP and Solyc09g010450, Solyc09g010460, Solyc09g010690, and Solyc09g010710 for RiP under low P condition. These findings offer a glimpse into the genetic diversity of tomato accessions' responses to P uptake, highlighting the potential for tailored breeding programs to develop P-efficient tomato varieties that could adapt to varying soil conditions, making them crucial for sustainable agriculture and addressing global challenges, such as soil depletion and food security.	2026-03-03T15:05:04.616926
37342132	Dynamic interplay of WRKY, GRAS, and ERF transcription factor families in tomato-endophytic fungal symbiosis: insights from transcriptome and genome-wide analysis.	2023	Frontiers in plant science	Journal Article	Khan I; Lubna; Asaf S	10.3389/fpls.2023.1181227	PMC10277700	https://www.ncbi.nlm.nih.gov/pubmed/37342132	Plant-microbe interactions play a crucial role in shaping plant growth and development, as well as in mediating plant responses to biotic and abiotic stresses. In this study, we used RNA-seq data to examine the expression profiles of SlWRKY, SlGRAS, and SlERF genes during the symbiotic association of Curvularia lunata SL1 with tomato (Solanum lycopersicum) plants. We also conducted functional annotation analysis by comparative genomics studies of their paralogs and orthologs genes, as well as other approaches, such as gene analysis and protein interaction networks, to identify and characterize the regulatory roles of these TFs in the development of the symbiotic association. We found that more than half of the investigated SlWRKY genes exhibited significant upregulation during symbiotic association, including SlWRKY38, SlWRKY46, SlWRKY19, and SlWRKY51. Several SlGRAS and SlERF genes were upregulated, such as SlGLD2, SlGLD1, SlERF.C.5, ERF16, and SlERF.B12. Conversely, a smaller proportion of SlWRKY, SlGRAS, and SlERF genes were significantly downregulated during symbiotic association. Furthermore, we investigated the possible roles of SlWRKY, SlGRAS, and SlERF genes in hormonal regulation during plant-microbe interactions. We identified several upregulated candidate transcripts likely to be involved in plant hormone signaling pathways. Our findings are consistent with previous studies on these genes, providing further evidence of their involvement in hormonal regulation during plant-microbe interactions. To validate the RNA-seq data accuracy, we performed RT-qPCR analyses of selected SlWRKY, SlGRAS, and SlERF genes, which showed similar expression patterns to those observed in the RNA-seq data. These results confirmed the accuracy of our RNA-seq data and provided additional support for the differential expression of these genes during plant-microbe interactions. Taken together, our study provides new insights into the differential expression profiles of SlWRKY, SlGRAS, and SlERF genes during symbiotic association with C. lunata, as well as their potential roles in hormonal regulation during plant-microbe interactions. These findings could be useful for guiding future research on the ways in which plants and microbes interact, and may ultimately lead to the creation of better approaches for promoting plant growth under stressful conditions.	2026-03-03T15:05:05.341322
41245455	A WRKY transcription factor, SlWRKY75, positively regulates tomato (Solanum lycopersicum L.) resistance to Ralstonia solanacearum.	2025	Frontiers in plant science	Journal Article	Chen N; Lv L; Duan L	10.3389/fpls.2025.1704937	PMC12611961	https://www.ncbi.nlm.nih.gov/pubmed/41245455	WRKYs are a unique family of plant-specific transcription factors. Research has proven that WRKY transcription factors play essential roles in regulating plant growth and development as well as biotic and abiotic stress responses. However, the role of WRKY proteins in regulating the resistance of tomato (Solanum lycopersicum L.) to bacterial wilt caused by Ralstonia solanacearum remains unclear. Our previous study showed that R. solanacearum significantly upregulates SlWRKY75 expression in tomato. In this study, subcellular localization revealed that SlWRKY75 is located in the nucleus, while the transcriptional activation assay indicated that SlWRKY75 acts as a transcriptional activator. To investigate the functional role of SlWRKY75, we generated overexpression transgenic lines. After inoculation with Ralstonia solanacearum, these SlWRKY75-overexpressing plants displayed significantly enhanced resistance compared to the control plants. This enhanced resistance was supported by several physiological and molecular indicators: the transgenic plants showed better growth, elevated activity of key antioxidant enzymes, increased jasmonic acid (JA) accumulation, and upregulation of genes involved in JA biosynthesis and signaling. The SlWRKY75-overexpressing plants also showed decreased levels of hydrogen peroxide (H2O2), superoxide anion (O2 -), and salicylic acid (SA) and decreased expression of SA synthesis-related and signal response-related genes. Meanwhile, knocking out of SlWRKY75 via CRISPR/Cas9 system resulted in an opposite trend. Yeast two-hybrid (Y2H) and co-immunoprecipitation (Co-IP) assays confirmed an interaction between SlWRKY75 and SlMYC2, wherein the SlWRKY75 binds to the W-box element in the SlMYC2 promoter and enhances its expression. These results indicate that the transcription factor SlWRKY75 positively regulates tomato resistance to bacterial wilt by enhancing the activities of antioxidants and disease resistance enzymes, regulating JA and SA signaling pathways, and modulating reactive oxygen species (ROS) homeostasis. Collectively, our findings not only elucidate a novel SlWRKY75-SlMYC2 regulatory module that fine-tunes hormone signaling and antioxidant defense in tomato immunity, but also highlight the potential of SlWRKY75 as a valuable gene resource for breeding bacterial wilt-resistant tomato cultivars.	2026-03-03T15:05:06.066712
34239512	Integrated Analysis of microRNA and mRNA Transcriptome Reveals the Molecular Mechanism of Solanum lycopersicum Response to Bemisia tabaci and Tomato chlorosis virus.	2021	Frontiers in microbiology	Journal Article	Yue H; Huang LP; Lu DY	10.3389/fmicb.2021.693574	PMC8258350	https://www.ncbi.nlm.nih.gov/pubmed/34239512	Tomato chlorosis virus (ToCV), is one of the most devastating cultivated tomato viruses, seriously threatened the growth of crops worldwide. As the vector of ToCV, the whitefly Bemisia tabaci Mediterranean (MED) is mainly responsible for the rapid spread of ToCV. The current understanding of tomato plant responses to this virus and B. tabaci is very limited. To understand the molecular mechanism of the interaction between tomato, ToCV and B. tabaci, we adopted a next-generation sequencing approach to decipher miRNAs and mRNAs that are differentially expressed under the infection of B. tabaci and ToCV in tomato plants. Our data revealed that 6199 mRNAs were significantly regulated, and the differentially expressed genes were most significantly associated with the plant-pathogen interaction, the MAPK signaling pathway, the glyoxylate, and the carbon fixation in photosynthetic organisms and photosynthesis related proteins. Concomitantly, 242 differentially expressed miRNAs were detected, including novel putative miRNAs. Sly-miR159, sly-miR9471b-3p, and sly-miR162 were the most expressed miRNAs in each sample compare to control group. Moreover, we compared the similarities and differences of gene expression in tomato plant caused by infection or co-infection of B. tabaci and ToCV. Taken together, the analysis reported in this article lays a solid foundation for further research on the interaction between tomato, ToCV and B. tabaci, and provide evidence for the identification of potential key genes that influences virus transmission in tomato plants.	2026-03-03T15:05:06.788425
28743967	Pathogen recognition in compatible plant-microbe interactions.	2017	Scientific reports	Journal Article; Research Support, Non-U.S. Gov't	Rezzonico F; Rupp O; Fahrentrapp J	10.1038/s41598-017-04792-5	PMC5526865	https://www.ncbi.nlm.nih.gov/pubmed/28743967	Microbial infections in plant leaves remain a major challenge in agriculture. Hence an understanding of disease mechanisms at the molecular level is of paramount importance for identifying possible intervention points for their control. Whole-transcriptome changes during early disease stages in susceptible plant species are less well-documented than those of resistant ones. This study focuses on the differential transcriptional changes at 24 hours post inoculation (hpi) in tomato leaflets affected by three pathogens: (1) Phytophthora infestans, (2) Botrytis cinerea, and (3) Oidium neolycopersici. Grey mould (B. cinerea) was the disease that had progressed the most by 24 hpi, both in terms of visible symptoms as well as differential gene expression. By means of RNA-seq, we identified 50 differentially expressed tomato genes specifically induced by B. cinerea infection and 18 specifically induced by P. infestans infection at 24 hpi. Additionally, a set of 63 genes were differentially expressed during all three diseases when compared by a Bayesian approach to their respective mock infections. And Gene expression patterns were found to also depend on the inoculation technique. These findings suggest a specific and distinct transcriptional response in plant leaf tissue in reaction to B. cinerea and P. infestans invasion at 24 hpi, indicating that plants may recognize the attacking pathogen.	2026-03-03T15:05:07.493107
40244180	Functions of Tomato (Solanum lycopersicum L.) Signal Transducer and Activator of Transcription (STAT) in Seed Germination and Low-Temperature Stress Response.	2025	International journal of molecular sciences	Journal Article	Zhang Y; Zhao J; Li J	10.3390/ijms26073338	PMC11989334	https://www.ncbi.nlm.nih.gov/pubmed/40244180	Tomato (Solanum lycopersicum L.) is one of the major vegetable crops worldwide. Research on the Janus kinase-signal transducer and activator of transcription (JAK-STAT) signaling pathway in tomatoes and other plant systems is extremely limited. In this study, the roles of STAT, a crucial element of the JAK-STAT signaling pathway in tomato seed germination and low-temperature stress responses are examined, employing gene family analysis and genetic transformation. The results indicate that the S. lycopersicum genome contains only one member of the STAT gene family, SlSTAT. Subcellular localization experiments reveal that SlSTAT is found in both the cytoplasm and nucleus, suggesting its potential involvement in biological functions within these cellular compartments. Among the 26 different tomato tissue/organs tested, SlSTAT exhibited higher expression levels in hypocotyl (8 days past germination; 8 DPG), and low expression of SlSTAT significantly reduced the germination rate and impacted biomass at 8 DPG. In addition, the SlSTAT gene was significantly downregulated during low-temperature treatment. Compared with the wild-type (WT) tomatoes, the SlSTAT-overexpressing plants showed more resistance to low-temperature conditions, whereas the downexpressing tomatoes exhibited increased sensitivity. The expressions of low-temperature marker genes (SlCBF1-3) and N6-methyladenosine (m6A)-modification-related genes (m6A writer, reader, and eraser genes) were detected to explore possible molecular mechanisms by which SlSTAT causes changes in tomato low-temperature stress resistance. The expression changes of SlCBF1-3 in transgenic plants do not merely follow a straightforward linear relationship with the changes in SlSTAT expression, suggesting a more complex molecular mechanism and a non-direct interaction between SlSTAT and the promoters of SlCBFs. On the other hand, SlSTAT also changes the expression levels of RNA m6A-modification-related genes, especially SlFIP37 (writer gene), SlYTP8/9 (reader genes), and SlALKBH8 (eraser gene), ultimately leading to changes in the levels of m6A modification. These research findings lay the groundwork for exploring functions of JAK-STAT pathway in tomato development and stress responses, expanding the scope of JAK-STAT signaling studies in plant systems.	2026-03-03T15:05:08.178141
30532198	Comparative transcriptome analysis provides insights into dwarfism in cherry tomato (Solanum lycopersicum var. cerasiforme).	2018	PloS one	Comparative Study; Journal Article; Research Support, Non-U.S. Gov't	Rahim MA; Jung HJ; Afrin KS	10.1371/journal.pone.0208770	PMC6286132	https://www.ncbi.nlm.nih.gov/pubmed/30532198	Tomato, which can be eaten as a vegetable or fruit, is one of the most popular and nutritionally important crops around the world. Although most plants of the cherry tomato cultivar 'Minichal' have a normal phenotype, some plants have a stunted phenotype with reduced plant height, leaf size, and fruit size, as well as altered leaf and fruit shape. To investigate the molecular mechanisms underlying these differences, we generated RNA-seq libraries from pooled leaf samples of 10 normal (N) and 10 stunted (S) plants. Using the Illumina sequencing platform, we obtained a total of 115.45 million high-quality clean reads assembled into 35,216 genes and 35,216 transcripts. A total of 661 genes were differentially expressed between N and S plants. Of these, 420 differentially expressed genes (DEGs) were up-regulated, and 221 DEGs were down-regulated. The RNA-seq data were validated using quantitative reverse-transcription PCR. Enrichment analysis of DEGs using the Kyoto Encyclopedia of Genes and Genomes (KEGG) showed that the enriched pathways were involved in steroid biosynthesis, homologous recombination, and mismatch repair. Among these, three genes related to steroid biosynthesis, including 3BETAHSD/D2, DIM and DWF5 were down-regulated in S compared to N. Of these, DIM and DWF5 are known to be involved in brassinosteroid biosynthesis. Our results thus provide a useful insight into dwarfism in cherry tomato, and offer a platform for evaluating related species.	2026-03-03T15:05:08.873869
40004146	Exploring the Roles of the Plant AT-Rich Sequence and Zinc-Binding (PLATZ) Gene Family in Tomato (Solanum lycopersicum L.) Under Abiotic Stresses.	2025	International journal of molecular sciences	Journal Article	Fan B; Ren M; Chen G	10.3390/ijms26041682	PMC11855065	https://www.ncbi.nlm.nih.gov/pubmed/40004146	PLATZ transcription factors represent a novel class of zinc finger proteins unique to plants and play critical roles in plant growth and stress responses. This study performs a bioinformatic analysis on the PLATZ transcription factor family in tomato. In the tomato genome, 20 PLATZ transcription factors were identified, distributed across nine chromosomes, including two tandem duplication clusters and two segmental duplication events. Phylogenetic analysis classified tomato PLATZ family members into five subgroups, with consistent gene structures and motif distributions within the same subfamily. The stress-responsive and hormone signaling elements were widely distributed in the promoters of SlPLATZs. The qRT-PCR results showed that most tested SlPLATZs were highly expressed in flowers and significantly expressed under different abiotic stresses (PEG, low temperature, and salt treatments) and hormone treatments (ABA and SA). In addition, we determined that SlPLATZ13/17/18/19 showed transcriptional inhibitory activities via yeast and dual-luciferase reporter assays. The interactions between SlPLATZ17, SlDREB2, and SlDREB31 were preliminarily confirmed via yeast two-hybrid assays. Overall, this study provides a valuable theoretical foundation for functional function research on PLATZ transcription factors, particularly in response to abiotic stresses.	2026-03-03T15:05:09.597081
26175354	Candidate gene selection and detailed morphological evaluations of fs8.1, a quantitative trait locus controlling tomato fruit shape.	2015	Journal of experimental botany	Journal Article; Research Support, U.S. Gov't, Non-P.H.S.	Sun L; Rodriguez GR; Clevenger JP	10.1093/jxb/erv361	PMC4588892	https://www.ncbi.nlm.nih.gov/pubmed/26175354	fs8.1 is a major quantitative trait locus (QTL) that controls the elongated shape of tomato (Solanum lycopersicum) fruit. In this study, we fine-mapped the locus from a 47Mb to a 3.03Mb interval on the long arm of chromosome 8. Of the 122 annotated genes found in the fs8.1 region, 51 were expressed during floral development and six were differentially expressed in anthesis-stage ovaries in fs8.1 and wild-type (WT) lines. To identify possible nucleotide polymorphisms that may underlie the fruit shape phenotype, genome sequence analyses between tomato cultivars carrying the mutant and WT allele were conducted. This led to the identification of 158 single-nucleotide polymorphisms (SNPs) and five small indels in the fs8.1 interval, including 31 that could be associated with changes in gene expression or function. Morphological and histological analyses showed that the effects of fs8.1 were mainly on reproductive organ elongation by increasing cell number in the proximal-distal direction. Fruit weight was also increased in fs8.1 compared with WT, which was predominantly attributed to the increased fruit length. By combining the findings from the different analyses, we consider 12 likely candidate genes to underlie fs8.1, including Solyc08g062580 encoding a pentatricopeptide repeat protein, Solyc08g061560 encoding a putative orthologue of ERECTA, which is known to control fruit morphology and inflorescence architecture in Arabidopsis, Solyc08g061910 encoding a GTL2-like trihelix transcription factor, Solyc08g061930 encoding a protein that regulates cytokinin degradation, and two genes, Solyc08g062340 and Solyc08g062450, encoding 17.6kDa class II small heat-shock proteins.	2026-03-03T15:05:10.788387
40098531	Molecular breeding of tomato: Advances and challenges.	2025	Journal of integrative plant biology	Journal Article; Review	Du M; Sun C; Deng L	10.1111/jipb.13879	PMC11951411	https://www.ncbi.nlm.nih.gov/pubmed/40098531	"The modern cultivated tomato (Solanum lycopersicum) was domesticated from Solanum pimpinellifolium native to the Andes Mountains of South America through a ""two-step domestication"" process. It was introduced to Europe in the 16th century and later widely cultivated worldwide. Since the late 19th century, breeders, guided by modern genetics, breeding science, and statistical theory, have improved tomatoes into an important fruit and vegetable crop that serves both fresh consumption and processing needs, satisfying diverse consumer demands. Over the past three decades, advancements in modern crop molecular breeding technologies, represented by molecular marker technology, genome sequencing, and genome editing, have significantly transformed tomato breeding paradigms. This article reviews the research progress in the field of tomato molecular breeding, encompassing genome sequencing of germplasm resources, the identification of functional genes for agronomic traits, and the development of key molecular breeding technologies. Based on these advancements, we also discuss the major challenges and perspectives in this field."	2026-03-03T15:05:12.781348
