pmid	title	year	journal	publication_type	authors	doi	pmcid	url	abstract	fetched_at
31428107	Trichoderma erinaceum Bio-Priming Modulates the WRKYs Defense Programming in Tomato Against the Fusarium oxysporum f. sp. lycopersici (Fol) Challenged Condition.	2019	Frontiers in plant science	Journal Article	Aamir M; Kashyap SP; Zehra A	10.3389/fpls.2019.00911	PMC6689972	https://www.ncbi.nlm.nih.gov/pubmed/31428107	"The beneficial association and interaction of rhizocompetent microorganisms are widely used for plant biofertilization and amelioration of stress-induced damage in plants. To explore the regulatory mechanism involved in plant defense while associating with beneficial microbial species, and their interplay when co-inoculated with pathogens, we evaluated the response of tomato defense-related WRKY gene transcripts. The present study was carried out to examine the qRT-PCR-based relative quantification of differentially expressed defense-related genes in tomato (Solanum lycopersicum L.; variety S-22) primed with Trichoderma erinaceum against the vascular wilt pathogen (Fusarium oxysporum f. sp. lycopersici). The tissue-specific and time-bound expression profile changes under the four different treatments ""(unprimed, Fol challenged, T. erinaceum primed and Fol+ T. erinaceum)"" revealed that the highest upregulation was observed in the transcript profile of SlWRKY31 (root) and SlWRKY37 (leaf) in T. erinaceum bioprimed treated plants at 24 h with 16.51- and 14.07-fold increase, respectively. In contrast, SlWRKY4 showed downregulation with the highest repression in T. erinaceum bioprimed root (24 h) and leaf (48 h) tissue samples with 0.03 and 0.08 fold decrease, respectively. Qualitative expression of PR proteins (chitinases and glucanases) was found elicited in T. erinaceum primed plants. However, the antioxidative activity of tomato superoxide dismutase and catalase increased with the highest upregulation of SOD and SlGPX1 in Fol + T. erinaceum treatments. We observed that these expression changes were accompanied by 32.06% lesser H2O2 production in T. erinaceum bioprimed samples. The aggravated defense response in all the treated conditions was also reflected by an increased lignified stem tissues. Overall, we conclude that T. erinaceum bio-priming modulated the defense transcriptome of tomato after the Fol challenged conditions, and were accompanied by enhanced accumulation of defense-related WRKY transcripts, increased antioxidative enzyme activities, and the reinforcements through a higher number of lignified cell layers."	2026-03-03T15:28:45.850822
27625653	In silico Transcriptional Regulatory Networks Involved in Tomato Fruit Ripening.	2016	Frontiers in plant science	Journal Article	Arhondakis S; Bita CE; Perrakis A	10.3389/fpls.2016.01234	PMC5003879	https://www.ncbi.nlm.nih.gov/pubmed/27625653	Tomato fruit ripening is a complex developmental programme partly mediated by transcriptional regulatory networks. Several transcription factors (TFs) which are members of gene families such as MADS-box and ERF were shown to play a significant role in ripening through interconnections into an intricate network. The accumulation of large datasets of expression profiles corresponding to different stages of tomato fruit ripening and the availability of bioinformatics tools for their analysis provide an opportunity to identify TFs which might regulate gene clusters with similar co-expression patterns. We identified two TFs, a SlWRKY22-like and a SlER24 transcriptional activator which were shown to regulate modules by using the LeMoNe algorithm for the analysis of our microarray datasets representing four stages of fruit ripening, breaker, turning, pink and red ripe. The WRKY22-like module comprised a subgroup of six various calcium sensing transcripts with similar to the TF expression patterns according to real time PCR validation. A promoter motif search identified a cis acting element, the W-box, recognized by WRKY TFs that was present in the promoter region of all six calcium sensing genes. Moreover, publicly available microarray datasets of similar ripening stages were also analyzed with LeMoNe resulting in TFs such as SlERF.E1, SlERF.C1, SlERF.B2, SLERF.A2, SlWRKY24, SLWRKY37, and MADS-box/TM29 which might also play an important role in regulation of ripening. These results suggest that the SlWRKY22-like might be involved in the coordinated regulation of expression of the six calcium sensing genes. Conclusively the LeMoNe tool might lead to the identification of putative TF targets for further physiological analysis as regulators of tomato fruit ripening.	2026-03-03T15:28:46.521372
40076548	Unraveling the Mechanism of the Endophytic Bacterial Strain Pseudomonas oryzihabitans GDW1 in Enhancing Tomato Plant Growth Through Modulation of the Host Transcriptome and Bacteriome.	2025	International journal of molecular sciences	Journal Article	Ahmed W; Wang Y; Ji W	10.3390/ijms26051922	PMC11900241	https://www.ncbi.nlm.nih.gov/pubmed/40076548	Endophytic Pseudomonas species from agricultural crops have been extensively studied for their plant-growth-promoting (PGP) potential, but little is known about their PGP potential when isolated from perennial trees. This study investigated the plant-growth-promoting (PGP) potential of an endophyte, Pseudomonas oryzihabitans GDW1, isolated from a healthy pine tree by taking tomato as a host plant. We employed multiomics approaches (transcriptome and bacteriome analyses) to elucidate the underlying PGP mechanisms of GDW1. The results of greenhouse experiments revealed that the application of GDW1 significantly improved tomato plant growth, increasing shoot length, root length, fresh weight, and biomass accumulation by up to 44%, 38%, 54%, and 59%, respectively, compared with control. Transcriptomic analysis revealed 1158 differentially expressed genes significantly enriched in the plant hormone signaling (auxin, gibberellin, and cytokinin) and stress response (plant-pathogen interaction, MAPK signaling pathway-plant, and phenylpropanoid biosynthesis) pathways. Protein-protein interaction network analysis revealed nine hub genes (MAPK10, ARF19-1, SlCKX1, GA2ox2, PAL5, SlWRKY37, GH3.6, XTH3, and NML1) related to stress tolerance, hormone control, and plant defense. Analysis of the tomato root bacteriome through 16S rRNA gene amplicon sequencing revealed that GDW1 inoculation dramatically altered the root bacterial community structure, enhancing the diversity and abundance of beneficial taxa (Proteobacteria and Bacteroidota). Co-occurrence network analysis showed a complex bacterial network in treated plants, suggesting increasingly intricate microbial relationships and improved nutrient absorption. Additionally, FAPROTAX and PICRUSt2 functional prediction analyses suggested the role of GDW1 in nitrogen cycling, organic matter degradation, plant growth promotion, and stress resistance. In conclusion, this study provides novel insights into the symbiotic relationship between P. oryzihabitans GDW1 and tomato plants, highlighting its potential as a biofertilizer for sustainable agriculture and a means of reducing the reliance on agrochemicals.	2026-03-03T15:28:47.389801
35512210	A comparative transcriptomics and eQTL approach identifies SlWD40 as a tomato fruit ripening regulator.	2022	Plant physiology	Journal Article; Research Support, Non-U.S. Gov't	Zhu F; Jadhav SS; Tohge T	10.1093/plphys/kiac200	PMC9434188	https://www.ncbi.nlm.nih.gov/pubmed/35512210	Although multiple vital genes with strong effects on the tomato (Solanum lycopersicum) ripening process have been identified via the positional cloning of ripening mutants and cloning of ripening-related transcription factors (TFs), recent studies suggest that it is unlikely that we have fully characterized the gene regulatory networks underpinning this process. Here, combining comparative transcriptomics and expression QTLs, we identified 16 candidate genes involved in tomato fruit ripening and validated them through virus-induced gene silencing analysis. To further confirm the accuracy of the approach, one potential ripening regulator, SlWD40 (WD-40 repeats), was chosen for in-depth analysis. Co-expression network analysis indicated that master regulators such as RIN (ripening inhibitor) and NOR (nonripening) as well as vital TFs including FUL1 (FRUITFUL1), SlNAC4 (NAM, ATAF1,2, and CUC2 4), and AP2a (Activating enhancer binding Protein 2 alpha) strongly co-expressed with SlWD40. Furthermore, SlWD40 overexpression and RNAi lines exhibited substantially accelerated and delayed ripening phenotypes compared with the wild type, respectively. Moreover, transcriptome analysis of these transgenics revealed that expression patterns of ethylene biosynthesis genes, phytoene synthase, pectate lyase, and branched chain amino transferase 2, in SlWD40-RNAi lines were similar to those of rin and nor fruits, which further demonstrated that SlWD40 may act as an important ripening regulator in conjunction with RIN and NOR. These results are discussed in the context of current models of ripening and in terms of the use of comparative genomics and transcriptomics as an effective route for isolating causal genes underlying differences in genotypes.	2026-03-03T15:28:48.114475
37332696	Transcriptomic analysis reveals the gene regulatory networks involved in leaf and root response to osmotic stress in tomato.	2023	Frontiers in plant science	Journal Article	Pirona R; Frugis G; Locatelli F	10.3389/fpls.2023.1155797	PMC10272567	https://www.ncbi.nlm.nih.gov/pubmed/37332696	Tomato (Solanum lycopersicum L.) is a major horticultural crop that is cultivated worldwide and is characteristic of the Mediterranean agricultural system. It represents a key component of the diet of billion people and an important source of vitamins and carotenoids. Tomato cultivation in open field often experiences drought episodes, leading to severe yield losses, since most modern cultivars are sensitive to water deficit. Water stress leads to changes in the expression of stress-responsive genes in different plant tissues, and transcriptomics can support the identification of genes and pathways regulating this response.	2026-03-03T15:28:48.920127
26834766	De novo Transcriptome Sequencing and Development of Abscission Zone-Specific Microarray as a New Molecular Tool for Analysis of Tomato Organ Abscission.	2015	Frontiers in plant science	Journal Article	Sundaresan S; Philosoph-Hadas S; Riov J	10.3389/fpls.2015.01258	PMC4712312	https://www.ncbi.nlm.nih.gov/pubmed/26834766	Abscission of flower pedicels and leaf petioles of tomato (Solanum lycopersicum) can be induced by flower removal or leaf deblading, respectively, which leads to auxin depletion, resulting in increased sensitivity of the abscission zone (AZ) to ethylene. However, the molecular mechanisms that drive the acquisition of abscission competence and its modulation by auxin gradients are not yet known. We used RNA-Sequencing (RNA-Seq) to obtain a comprehensive transcriptome of tomato flower AZ (FAZ) and leaf AZ (LAZ) during abscission. RNA-Seq was performed on a pool of total RNA extracted from tomato FAZ and LAZ, at different abscission stages, followed by de novo assembly. The assembled clusters contained transcripts that are already known in the Solanaceae (SOL) genomics and NCBI databases, and over 8823 identified novel tomato transcripts of varying sizes. An AZ-specific microarray, encompassing the novel transcripts identified in this study and all known transcripts from the SOL genomics and NCBI databases, was constructed to study the abscission process. Multiple probes for longer genes and key AZ-specific genes, including antisense probes for all transcripts, make this array a unique tool for studying abscission with a comprehensive set of transcripts, and for mining for naturally occurring antisense transcripts. We focused on comparing the global transcriptomes generated from the FAZ and the LAZ to establish the divergences and similarities in their transcriptional networks, and particularly to characterize the processes and transcriptional regulators enriched in gene clusters that are differentially regulated in these two AZs. This study is the first attempt to analyze the global gene expression in different AZs in tomato by combining the RNA-Seq technique with oligonucleotide microarrays. Our AZ-specific microarray chip provides a cost-effective approach for expression profiling and robust analysis of multiple samples in a rapid succession.	2026-03-03T15:28:49.729128
28611792	Structural and Functional Insights into WRKY3 and WRKY4 Transcription Factors to Unravel the WRKY-DNA (W-Box) Complex Interaction in Tomato (Solanum lycopersicum L.). A Computational Approach.	2017	Frontiers in plant science	Journal Article	Aamir M; Singh VK; Meena M	10.3389/fpls.2017.00819	PMC5447077	https://www.ncbi.nlm.nih.gov/pubmed/28611792	The WRKY transcription factors (TFs), play crucial role in plant defense response against various abiotic and biotic stresses. The role of WRKY3 and WRKY4 genes in plant defense response against necrotrophic pathogens is well-reported. However, their functional annotation in tomato is largely unknown. In the present work, we have characterized the structural and functional attributes of the two identified tomato WRKY transcription factors, WRKY3 (SlWRKY3), and WRKY4 (SlWRKY4) using computational approaches. Arabidopsis WRKY3 (AtWRKY3: NP_178433) and WRKY4 (AtWRKY4: NP_172849) protein sequences were retrieved from TAIR database and protein BLAST was done for finding their sequential homologs in tomato. Sequence alignment, phylogenetic classification, and motif composition analysis revealed the remarkable sequential variation between, these two WRKYs. The tomato WRKY3 and WRKY4 clusters with Solanum pennellii showing the monophyletic origin and evolution from their wild homolog. The functional domain region responsible for sequence specific DNA-binding occupied in both proteins were modeled [using AtWRKY4 (PDB ID:1WJ2) and AtWRKY1 (PDBID:2AYD) as template protein structures] through homology modeling using Discovery Studio 3.0. The generated models were further evaluated for their accuracy and reliability based on qualitative and quantitative parameters. The modeled proteins were found to satisfy all the crucial energy parameters and showed acceptable Ramachandran statistics when compared to the experimentally resolved NMR solution structures and/or X-Ray diffracted crystal structures (templates). The superimposition of the functional WRKY domains from SlWRKY3 and SlWRKY4 revealed remarkable structural similarity. The sequence specific DNA binding for two WRKYs was explored through DNA-protein interaction using Hex Docking server. The interaction studies found that SlWRKY4 binds with the W-box DNA through WRKYGQK with Tyr408, Arg409, and Lys419 with the initial flanking sequences also get involved in binding. In contrast, the SlWRKY3 made interaction with RKYGQK along with the residues from zinc finger motifs. Protein-protein interactions studies were done using STRING version 10.0 to explore all the possible protein partners involved in associative functional interaction networks. The Gene ontology enrichment analysis revealed the functional dimension and characterized the identified WRKYs based on their functional annotation.	2026-03-03T15:28:50.539390
41145961	Antimicrobial Peptides as Part of the Arsenal of Constitutive and Inducible Seed Defences in Tomato Seed Exudates Against Pathogens.	2025	Molecular plant pathology	Journal Article	Tarkowski ŁP; Hubert B; Marchi M	10.1111/mpp.70164	PMC12558808	https://www.ncbi.nlm.nih.gov/pubmed/41145961	Seed immune responses are an underexplored area in host-pathogen interactions, leaving seed-pathogen interactions poorly understood despite their considerable economic impact. This study examined tomato seed defences by assessing the antimicrobial activity (AA) of seed exudates during germination. Results showed genotype-dependent and constitutive defence responses from seeds showing AA in exudates. Seed priming with a panel of elicitors such as methyl jasmonate (MeJA) enhanced AA in certain genotypes, highlighting an inducible defence response. Both constitutive and inducible (elicitor-dependent) seed defences were genotype-dependent and more effective against the non-host pathogen Alternaria brassicicola (Abra43), while host pathogens seemed resistant to exudates' AA, suggesting that they developed strategies to neutralise exudates' AA. Multi-omic analyses revealed distinct hormonal and molecular pathways involved in constitutive and inducible defences. By characterising exudates and correlating genotype- and elicitor-specific AA, candidate antimicrobial compounds were identified. As proof of concept, we functionally validated the AA of a putative defensin (Solyc07g007755) whose expression was highly correlated with the observed AA of the seed exudate against Abra43, demonstrating the potential of our dataset for the development of phytosanitary strategies to protect seeds during germination.	2026-03-03T15:28:51.345657
29192231	Regulation of ethylene-responsive SlWRKYs involved in color change during tomato fruit ripening.	2017	Scientific reports	Journal Article; Research Support, Non-U.S. Gov't	Wang L; Zhang XL; Wang L	10.1038/s41598-017-16851-y	PMC5709409	https://www.ncbi.nlm.nih.gov/pubmed/29192231	WRKY transcription factors (TFs) play important roles in stress responses in planta. However, the function of WRKY TFs in the regulation of fruit ripening is unclear. Here, 23 tomato SlWRKYs that are similar to ethylene-responsive WRKY genes from other plant species, or show up-regulation during fruit ripening in previous genome-wide study, were selected, and their function in fruit ripening was investigated. Twelve SlWRKYs were found to be responsive to ethylene (SlER-WRKYs), showing expression patterns similar to those of genes related to fruit ripening. Eight SlER-WRKYs-SlWRKY16, 17, 22, 25, 31, 33, 53, and 54, detected in the nuclei-interacted with and activated the promoters of 4 genes related to color change: Pheophytin Pheophorbide Hydrolase (SlPPH), Pheophorbide a Oxygenase (SlPAO), Phytoene Synthase 1 (SlPSY1) and Phytoene Desaturase (SlPDS). Yeast two-hybrid and bimolecular fluorescence complement (BiFC) assays in Arabidopsis protoplasts indicated that protein interactions occurred between SlWRKY17 and SlRIN, SlERF2b or SlERF7; SlWRKY33 and SlERF7; SlWRKY54 and SlERF2b; and SlWRKY16 and SlWRKY17. Suppression of SlWRKY 16, 17, 53 or 54 by virus-induced gene silencing (VIGS) retarded the red coloration of the fruit. Our study provides comprehensive molecular evidence that WRKY TFs function in fruit ripening, particularly in color change, and are linked to the intricate regulatory network of other ripening regulators.	2026-03-03T15:28:52.070292
29709017	Structural and functional dissection of differentially expressed tomato WRKY transcripts in host defense response against the vascular wilt pathogen (Fusarium oxysporum f. sp. lycopersici).	2018	PloS one	Journal Article	Aamir M; Singh VK; Dubey MK	10.1371/journal.pone.0193922	PMC5927432	https://www.ncbi.nlm.nih.gov/pubmed/29709017	The WRKY transcription factors have indispensable role in plant growth, development and defense responses. The differential expression of WRKY genes following the stress conditions has been well demonstrated. We investigated the temporal and tissue-specific (root and leaf tissues) differential expression of plant defense-related WRKY genes, following the infection of Fusarium oxysporum f. sp. lycopersici (Fol) in tomato. The genome-wide computational analysis revealed that during the Fol infection in tomato, 16 different members of WRKY gene superfamily were found to be involved, of which only three WRKYs (SolyWRKY4, SolyWRKY33, and SolyWRKY37) were shown to have clear-cut differential gene expression. The quantitative real time PCR (qRT-PCR) studies revealed different gene expression profile changes in tomato root and leaf tissues. In root tissues, infected with Fol, an increased expression for SolyWRKY33 (2.76 fold) followed by SolyWRKY37 (1.93 fold) gene was found at 24 hrs which further increased at 48 hrs (5.0 fold). In contrast, the leaf tissues, the expression was more pronounced at an earlier stage of infection (24 hrs). However, in both cases, we found repression of SolyWRKY4 gene, which further decreased at an increased time interval. The biochemical defense programming against Fol pathogenesis was characterized by the highest accumulation of H2O2 (at 48 hrs) and enhanced lignification. The functional diversity across the characterized WRKYs was explored through motif scanning using MEME suite, and the WRKYs specific gene regulation was assessed through the DNA protein docking studies The functional WRKY domain modeled had β sheets like topology with coil and turns. The DNA-protein interaction results revealed the importance of core residues (Tyr, Arg, and Lys) in a feasible WRKY-W-box DNA interaction. The protein interaction network analysis revealed that the SolyWRKY33 could interact with other proteins, such as mitogen-activated protein kinase 5 (MAPK), sigma factor binding protein1 (SIB1) and with other WRKY members including WRKY70, WRKY1, and WRKY40, to respond various biotic and abiotic stresses. The STRING results were further validated through Predicted Tomato Interactome Resource (PTIR) database. The CELLO2GO web server revealed the functional gene ontology annotation and protein subcellular localization, which predicted that SolyWRKY33 is involved in amelioration of biological stress (39.3%) and other metabolic processes (39.3%). The protein (SolyWRKY33) most probably located inside the nucleus (91.3%) with having transcription factor binding activity. We conclude that the defense response following the Fol challenge was accompanied by differential expression of the SolyWRKY4(↓), SolyWRKY33(↑) and SolyWRKY37(↑) transcripts. The biochemical changes are occupied by elicitation of H2O2 generation and accumulation and enhanced lignified tissues.	2026-03-03T15:28:52.872059
